fingerprint,card_count,example_card_id,signal_id,direction,variables,expression,qualitative_excerpt
1d5f2b0d7d74a397,1,agriculture__water_scarcity__irrigation_challenges__015,sig_04,amplifies,"river_name, dist_cooperative_km",river_name is None and dist_cooperative_km > 10,"No named river passes through or adjacent to the MWS, and the nearest agricultural cooperative is more than 10 km away, indicating limited access to both surface diversion potentia"
45aa4fb34c52258c,1,agriculture__water_scarcity__irrigation_challenges__015,sig_05,confirms,annual_well_depth_m,,Farmers report that open wells or shallow borewells run dry or yield insufficient water during the pre-monsoon months (March–May) or during extended dry spells within the kharif se
2ee4c1851ae3021b,1,agriculture__water_scarcity__irrigation_challenges__016,sig_01,confirms,"swb_total_area_ha, swb_count",mean_swb_total_area_ha < 5 and swb_count < 3,Very few and small surface water bodies in the MWS indicate minimal storage infrastructure relative to agricultural demand in this cold arid zone.
ad8261fc6aeda63a,1,agriculture__water_scarcity__irrigation_challenges__016,sig_02,confirms,"swb_total_area_ha, swb_kharif_area_ha",trend_swb_total_area_ha < -1 or mean_swb_rabi_kharif_ratio < 0.3,"Declining SWB area over time or very low rabi-to-kharif SWB ratio indicates that water storage is not persisting into the dry rabi season, consistent with siltation, structural fai"
d5458772eed50a40,1,agriculture__water_scarcity__irrigation_challenges__016,sig_03,amplifies,nrega_swc_count,nrega_swc_count < 3,"Fewer than 3 cumulative soil and water conservation or irrigation works recorded under MGNREGA, indicating very low historical investment in water harvesting infrastructure."
7ac6756c467f0c59,1,agriculture__water_scarcity__irrigation_challenges__016,sig_04,confirms,river_name,river_name is None,"No named river passes through or adjacent to the MWS, eliminating the possibility of diversion or lift irrigation from a perennial surface water source."
a65f62c7a7a5a886,1,agriculture__water_scarcity__irrigation_challenges__016,sig_05,amplifies,annual_well_depth_m,,"Farmers report that wells or borewells have become deeper over recent years, or that shallow dug wells have dried up seasonally, indicating declining groundwater availability that "
7e53e7f27faf8181,1,agriculture__water_scarcity__irrigation_challenges__017,sig_01,confirms,"swb_total_area_ha, swb_count",trend_swb_total_area_ha < -2 or (swb_count < 3 and mean_swb_total_area_ha < 10),"Declining surface water body area (more than 2 ha/year loss) or very few small water bodies relative to the micro-watershed, indicating insufficient or shrinking storage infrastruc"
6b040cd0b69361ba,1,agriculture__water_scarcity__irrigation_challenges__017,sig_02,confirms,swb_kharif_area_ha,mean_swb_rabi_kharif_ratio < 0.4,"The rabi-to-kharif SWB area ratio is below 0.4, meaning surface water bodies lose more than 60% of their kharif-season area by rabi season, indicating rapid post-monsoon drying and"
5b77cb56217c00b0,1,agriculture__water_scarcity__irrigation_challenges__017,sig_03,amplifies,nrega_swc_count,nrega_swc_count < 5,"Fewer than 5 cumulative soil and water conservation or irrigation works recorded under MGNREGA for the micro-watershed, indicating historically low investment in water harvesting i"
5fefde2ba36731f0,1,agriculture__water_scarcity__irrigation_challenges__017,sig_04,amplifies,"dist_cooperative_km, river_name",dist_cooperative_km > 15 and river_name is None,"The nearest agricultural cooperative is more than 15 km away and no named river passes through or adjacent to the micro-watershed, indicating both limited access to institutional c"
2748697dfac81d07,1,agriculture__water_scarcity__irrigation_challenges__017,sig_05,confirms,annual_well_depth_m,,"Farmers report that wells have become shallower or saline in recent years, or that pumping costs have increased due to saltwater intrusion requiring deeper freshwater lenses — a co"
428fdb708a0b249f,1,agriculture__water_scarcity__rainfed_risk__001,sig_01,confirms,"lulc_single_kharif_ha, lulc_double_crop_ha",(mean_kharif_cropped_area_ha / (mean_kharif_cropped_area_ha + mean_double_crop_area_ha + 1e-9)) > 0.75,"More than 75% of the cropped area is under single kharif season only, with very little double-cropped area, confirming high rainfed dependence and minimal irrigation access."
54d56b8e0bd9157c,1,agriculture__water_scarcity__rainfed_risk__001,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15 and trend_cropping_intensity <= 0.01,Mean cropping intensity at or below 1.15 with no upward trend over the multi-year record indicates persistent single-season rainfed farming with no expansion of irrigated double-cr
e3d2556831e091e1,1,agriculture__water_scarcity__rainfed_risk__001,sig_03,confirms,"canal_name, nrega_irrigation_count",canal_name is None and nrega_irrigation_count < 3,"No irrigation canal intersects the micro-watershed AND fewer than 3 MGNREGA irrigation works have been constructed, jointly confirming absence of both surface irrigation infrastruc"
1e708d46453d571e,1,agriculture__water_scarcity__rainfed_risk__001,sig_04,amplifies,"runoff_mm, terrain_cluster_id",mean_annual_runoff_mm > 80 and terrain_cluster_id == 3,High mean annual runoff (>80 mm) on broad plains and slopes terrain (cluster 3) indicates significant water loss from the landscape that could potentially be captured through in-si
f38f79e0f37b9c66,1,agriculture__water_scarcity__rainfed_risk__001,sig_05,confirms,swb_rabi_area_ha,mean_swb_rabi_kharif_ratio < 0.25,"Surface water bodies retain less than 25% of their kharif-season area into the rabi season on average, indicating rapid post-monsoon drawdown and negligible stored water for supple"
dc5e6fc03ba3c35a,13,agriculture__water_scarcity__rainfed_risk__001,sig_06,confirms,irrigated_area_ha,,"Irrigated share of cultivated land is negligible (under roughly 5–10%), confirming structural rainfed dependence; meaningful irrigated area (above roughly 20%) weakens the rainfed-"
ec3d98a915d0ebff,1,agriculture__water_scarcity__rainfed_risk__002,sig_01,confirms,"lulc_single_kharif_ha, lulc_double_crop_ha",(mean_kharif_cropped_area_ha / (mean_kharif_cropped_area_ha + mean_double_crop_area_ha + 1e-9)) > 0.75,"More than 75% of the mean cropped area is under single kharif cultivation, indicating that the vast majority of farmland depends entirely on monsoon rainfall with no supplemental i"
b19d6aa1f9bdc52a,1,agriculture__water_scarcity__rainfed_risk__002,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15 and trend_cropping_intensity <= 0.005,Mean cropping intensity at or below 1.15 with no upward trend over the observation period confirms persistent single-season rainfed farming with no expansion of irrigated double-cr
753debb31516cc0e,1,agriculture__water_scarcity__rainfed_risk__002,sig_03,confirms,"canal_name, nrega_irrigation_count",canal_name is None and nrega_irrigation_count < 3,"No canal irrigation infrastructure intersects the micro-watershed AND fewer than 3 MGNREGA irrigation works have been recorded, jointly confirming absence of both formal surface ir"
587f9d51ea03d923,1,agriculture__water_scarcity__rainfed_risk__002,sig_04,amplifies,"runoff_mm, terrain_cluster_id",terrain_cluster_id == 3 and mean_annual_runoff_mm > 80,Broad plains and slopes terrain (cluster 3) combined with mean annual runoff above 80 mm indicates significant in-season water loss that could otherwise be harvested for supplement
eebea85d206467ba,1,agriculture__water_scarcity__rainfed_risk__002,sig_05,confirms,swb_rabi_area_ha,mean_swb_rabi_kharif_ratio < 0.25,"Mean ratio of surface water body area in rabi to kharif season is below 0.25, indicating that surface water storage collapses after the monsoon and cannot support post-monsoon irri"
563e7631fb66ee53,1,agriculture__water_scarcity__rainfed_risk__003,sig_01,confirms,"lulc_single_kharif_ha, lulc_double_crop_ha",(lulc_single_kharif_ha[-1] / (lulc_single_kharif_ha[-1] + lulc_double_crop_ha[-1] + 1e-9)) > 0.65,"More than 65% of cropped area is under single kharif season only, indicating that the majority of farmland lacks irrigation access for a second crop."
ba7ea58eb73b9163,1,agriculture__water_scarcity__rainfed_risk__003,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 across the multi-year record indicates near-single-season farming, consistent with rainfed dependence rather than irrigated double or tripl"
062c6bf4c06edaa2,1,agriculture__water_scarcity__rainfed_risk__003,sig_03,confirms,"canal_name, nrega_irrigation_count",canal_name is None and nrega_irrigation_count < 3,"No canal irrigation infrastructure intersects the micro-watershed and fewer than 3 MGNREGA irrigation works have been recorded, jointly confirming absence of surface irrigation inv"
366084fb3752c953,1,agriculture__water_scarcity__rainfed_risk__003,sig_04,amplifies,"runoff_mm, terrain_cluster_id",mean_annual_runoff_mm > 120 and terrain_cluster_id == 1,"High mean annual runoff on mostly-plains terrain indicates that rainfall is being lost as surface flow rather than being retained in-field, representing an unmet water harvesting o"
4c6b6666e1496892,1,agriculture__water_scarcity__rainfed_risk__003,sig_05,amplifies,swb_rabi_area_ha,mean_swb_rabi_kharif_ratio < 0.25,"Surface water bodies retain less than 25% of their kharif-season area into the rabi season on average, indicating rapid post-monsoon drawdown and limited surface storage for dry-se"
2f58edec43eef111,1,agriculture__water_scarcity__rainfed_risk__004,sig_01,confirms,"lulc_single_kharif_ha, lulc_double_crop_ha",(lulc_single_kharif_ha[-1] / (lulc_single_kharif_ha[-1] + lulc_double_crop_ha[-1] + 1e-9)) > 0.75,"More than 75% of cropped area is under single kharif season only, indicating near-total dependence on monsoon rainfall with negligible irrigation access for a second crop."
c0f1a96755b3a9f8,1,agriculture__water_scarcity__rainfed_risk__004,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 over the multi-year record indicates that on average fewer than 15% of net sown area supports a second crop, consistent with near-complete "
950336b3367bedf6,1,agriculture__water_scarcity__rainfed_risk__004,sig_03,confirms,"canal_name, nrega_irrigation_count",canal_name is None and nrega_irrigation_count < 3,"No irrigation canal intersects the micro-watershed AND fewer than 3 MGNREGA irrigation works have been constructed, jointly confirming absence of both surface water conveyance and "
41f1fc1e6842046a,1,agriculture__water_scarcity__rainfed_risk__004,sig_04,amplifies,"runoff_mm, terrain_cluster_id",mean_annual_runoff_mm > 60 and terrain_cluster_id == 3,"Mean annual runoff exceeds 60mm and terrain is classified as broad plains and slopes (cluster 3), indicating significant water loss potential that could be captured through in-situ"
474a16c55f43b675,1,agriculture__water_scarcity__rainfed_risk__004,sig_05,confirms,irrigated_area_ha,,"Net irrigated area data are not available for this micro-watershed. If available from district census or state irrigation department records, a net irrigated area below 15% of net "
ff4c706d983c3a5d,2,agriculture__water_scarcity__rainfed_risk__005,sig_01,confirms,"lulc_single_kharif_ha, lulc_double_crop_ha",(lulc_single_kharif_ha[-1] / (lulc_single_kharif_ha[-1] + lulc_double_crop_ha[-1] + 1e-9)) > 0.75,"More than 75% of cropped area is under single kharif season only, indicating near-total dependence on monsoon rainfall with negligible irrigation-supported rabi or double cropping."
9b9d1d7372475433,1,agriculture__water_scarcity__rainfed_risk__005,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 across the multi-year record indicates that the micro-watershed is effectively single-season rainfed, with minimal double-cropped area enab"
adaaf78877a78831,1,agriculture__water_scarcity__rainfed_risk__005,sig_03,confirms,"canal_name, nrega_irrigation_count",canal_name is None and nrega_irrigation_count < 3,"No canal irrigation infrastructure intersects the micro-watershed, and fewer than 3 MGNREGA irrigation works have been constructed, jointly confirming absence of surface irrigation"
209478e6f65ebceb,1,agriculture__water_scarcity__rainfed_risk__005,sig_04,amplifies,"runoff_mm, terrain_cluster_id",terrain_cluster_id == 3 and mean_annual_runoff_mm > 200,"Broad plains and slopes terrain (cluster 3) combined with high mean annual runoff above 200 mm indicates rapid water loss from the landscape, reducing in-field moisture availabilit"
